2025-07-18 22:18:01 | ROUTERS.INVOICE      | [91mERROR   [0m | Unexpected error processing Xendit callback: Could not determine join condition between parent/child tables on relationship HargaLayanan.pelanggan - there are no foreign keys linking these tables.  Ensure that referencing columns are associated with a ForeignKey or ForeignKeyConstraint, or specify a 'primaryjoin' expression.
2025-07-19 00:01:15 | SERVICES.XENDIT      | [91mERROR   [0m | Error saat mengambil data dari Xendit: {"message":"Invalid input data. Please check your request","error_code":"API_VALIDATION_ERROR","errors":[{"field":["statuses"],"location":"query","messages":["\"statuses\" must be an array"],"types":["array.base"]}]}
2025-07-19 00:02:15 | SERVICES.XENDIT      | [91mERROR   [0m | Error saat mengambil data dari Xendit: {"message":"Invalid input data. Please check your request","error_code":"API_VALIDATION_ERROR","errors":[{"field":["statuses"],"location":"query","messages":["\"statuses\" must be an array"],"types":["array.base"]}]}
2025-07-19 00:03:35 | SERVICES.XENDIT      | [91mERROR   [0m | Error saat mengambil data dari Xendit: {"message":"Invalid input data. Please check your request","error_code":"API_VALIDATION_ERROR","errors":[{"field":["statuses"],"location":"query","messages":["\"statuses\" must be an array"],"types":["array.base"]}]}
2025-07-19 00:04:35 | SERVICES.XENDIT      | [91mERROR   [0m | Error saat mengambil data dari Xendit: {"message":"Invalid input data. Please check your request","error_code":"API_VALIDATION_ERROR","errors":[{"field":["statuses"],"location":"query","messages":["\"statuses\" must be an array"],"types":["array.base"]}]}
2025-07-19 00:05:35 | SERVICES.XENDIT      | [91mERROR   [0m | Error saat mengambil data dari Xendit: {"message":"Invalid input data. Please check your request","error_code":"API_VALIDATION_ERROR","errors":[{"field":["statuses"],"location":"query","messages":["\"statuses\" must be an array"],"types":["array.base"]}]}
2025-07-19 00:07:04 | SERVICES.XENDIT      | [91mERROR   [0m | Error saat mengambil data dari Xendit: {"message":"Invalid input data. Please check your request","error_code":"API_VALIDATION_ERROR","errors":[{"field":["statuses"],"location":"query","messages":["\"statuses\" must be an array"],"types":["array.base"]}]}
2025-07-19 00:08:03 | SERVICES.XENDIT      | [91mERROR   [0m | Error saat mengambil data dari Xendit: {"message":"Invalid input data. Please check your request","error_code":"API_VALIDATION_ERROR","errors":[{"field":["statuses"],"location":"query","messages":["\"statuses\" must be an array"],"types":["array.base"]}]}
2025-07-19 00:09:03 | SERVICES.XENDIT      | [91mERROR   [0m | Error saat mengambil data dari Xendit: {"message":"Invalid input data. Please check your request","error_code":"API_VALIDATION_ERROR","errors":[{"field":["statuses"],"location":"query","messages":["\"statuses\" must be an array"],"types":["array.base"]}]}
2025-07-19 00:10:03 | SERVICES.XENDIT      | [91mERROR   [0m | Error saat mengambil data dari Xendit: {"message":"Invalid input data. Please check your request","error_code":"API_VALIDATION_ERROR","errors":[{"field":["statuses"],"location":"query","messages":["\"statuses\" must be an array"],"types":["array.base"]}]}
2025-07-19 00:11:03 | SERVICES.XENDIT      | [91mERROR   [0m | Error saat mengambil data dari Xendit: {"message":"Invalid input data. Please check your request","error_code":"API_VALIDATION_ERROR","errors":[{"field":["statuses"],"location":"query","messages":["\"statuses\" must be an array"],"types":["array.base"]}]}
2025-07-19 00:12:03 | SERVICES.XENDIT      | [91mERROR   [0m | Error saat mengambil data dari Xendit: {"message":"Invalid input data. Please check your request","error_code":"API_VALIDATION_ERROR","errors":[{"field":["statuses"],"location":"query","messages":["\"statuses\" must be an array"],"types":["array.base"]}]}
2025-07-19 00:13:48 | SERVICES.XENDIT      | [91mERROR   [0m | Error saat mengambil data dari Xendit: {"message":"Invalid input data. Please check your request","error_code":"API_VALIDATION_ERROR","errors":[{"field":["statuses"],"location":"query","messages":["\"statuses\" must be an array"],"types":["array.base"]}]}
2025-07-19 00:14:48 | SERVICES.XENDIT      | [91mERROR   [0m | Error saat mengambil data dari Xendit: {"message":"Invalid input data. Please check your request","error_code":"API_VALIDATION_ERROR","errors":[{"field":["statuses"],"location":"query","messages":["\"statuses\" must be an array"],"types":["array.base"]}]}
2025-07-19 00:15:48 | SERVICES.XENDIT      | [91mERROR   [0m | Error saat mengambil data dari Xendit: {"message":"Invalid input data. Please check your request","error_code":"API_VALIDATION_ERROR","errors":[{"field":["statuses"],"location":"query","messages":["\"statuses\" must be an array"],"types":["array.base"]}]}
2025-07-19 00:18:15 | JOBS                 | [91mERROR   [0m | [FAIL] Scheduler 'job_verify_payments' failed. 'list' object has no attribute 'get'
2025-07-19 00:19:15 | JOBS                 | [91mERROR   [0m | [FAIL] Scheduler 'job_verify_payments' failed. 'list' object has no attribute 'get'
2025-07-19 00:20:15 | JOBS                 | [91mERROR   [0m | [FAIL] Scheduler 'job_verify_payments' failed. 'list' object has no attribute 'get'
2025-07-19 00:21:15 | JOBS                 | [91mERROR   [0m | [FAIL] Scheduler 'job_verify_payments' failed. 'list' object has no attribute 'get'
2025-07-19 00:22:15 | JOBS                 | [91mERROR   [0m | [FAIL] Scheduler 'job_verify_payments' failed. 'list' object has no attribute 'get'
